Situação;NUP;Tipo;Registrado Por;Possui Denúncia de Descumprim.;Assunto;Subassunto;Tag;Canal de Entrada;Data;Data de Abertura;Prazo de Resposta;Data de Encaminhamento por outro Órgão;Qtde. Total de Encaminhamento(s) por outro Órgão;Esfera;Serviço Federal;"Serviço Não Federal
";Outro Serviço;Órgão Destinatário;Órgão de Interesse;Uf do Local do Fato;Município do Local do Fato;"Data da 1ª Resp.
Interm.";"Data 
Resp. Concl.";Área Responsável Resp. Concl.;Área Responsável 2;Campos Adicionais
Cadastrada;25072046473202505;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;;;
Concluída;25072046483202532;Denúncia;Cidadão;Não;Canais de atendimento;;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;CAJIS;;
Concluída;25072046485202521;Reclamação;Cidadão;Não;Informações processuais;;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GELAS;;
Cadastrada;25072046486202576;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GSTCO;;
Concluída;25072046488202565;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COISC;;
Concluída;25072046495202567;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Outros;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COALI;;
Complementação Solicitada;25072046496202510;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;;15/09/2025;15/09/2025;;;;;;;;;;;;24/09/2025;;PAFRE;;
Concluída;25072046505202564;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;CFMED;;
Concluída;25072046507202553;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GEMAT;;
Cadastrada;25072046524202591;Reclamação;Cidadão;Não;Canais de atendimento;;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GEARE;;
Concluída;25072046532202537;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Registro;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072046538202512;Solicitação;;Não;Certidões e Declarações;CIVP - Solicitação;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072046539202559;Solicitação;;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GGFIS;;
Concluída;25072046541202528;Denúncia;;Não;Defesa e vigilância sanitária;Medicamento - Receita médica;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072046551202563;Solicitação;;Não;Certidões e Declarações;CIVP - Solicitação;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COPEC;;
Concluída;25072046553202552;Solicitação;;Não;Defesa e vigilância sanitária;Medicamento - Outros;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GIMED;;
Cadastrada;25072046555202541;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Outros;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;PAFRE;;
Concluída;25072046558202585;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GIMED;;
Cadastrada;25072046562202543;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Canabidiol - Venda/Propaganda ilegal;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COALI;;
Concluída;25072046565202587;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072046570202590;Reclamação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GIMED;;
Cadastrada;25072046594202549;Denúncia;;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GEVIT;;
Concluída;25072046595202593;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;COSAN;;
Cadastrada;25072046603202500;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Saneantes - Irregularidades;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;;;
Arquivada;25072046604202546;Comunicação;Anônimo;Não;Medicamentos, aparelhos e produtos em saúde;;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;CCOSM;;
Concluída;25072046607202580;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GPCON;;
Concluída;25072046610202501;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Medicamentos;;;15/09/2025;15/09/2025;15/10/2025;;;;;;;;;;;;;GRECS;;
Concluída;25072046621202583;Reclamação;Cidadão;Não;Combate a endemias e epidemias;;;;15/09/2025;15/09/2025;16/10/2025;;;;;;;;;;;;;COVIG;;
Cadastrada;25072046622202528;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Serviços de saúde;;;15/09/2025;15/09/2025;16/10/2025;;;;;;;;;;;;;CCOSM;;
Concluída;25072046626202514;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;15/09/2025;15/09/2025;16/10/2025;;;;;;;;;;;;;CCOSM;;
Concluída;25072046639202585;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;15/09/2025;15/09/2025;16/10/2025;;;;;;;;;;;;;GPCON;;
Concluída;25072046658202510;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cadastro de empresa/Responsável Técnico;;;16/09/2025;16/09/2025;20/10/2025;;;;;;;;;;;;;CGTAI;;
Concluída;25072046665202511;Solicitação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema de informação;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CGTAI;;
Cadastrada;25072046671202561;Solicitação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema de informação;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COAFE;;
Cadastrada;25072046674202502;Reclamação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema de informação;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CGTAI;;
Concluída;25072046681202504;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas - Outros;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CCOSM;;
Cadastrada;25072046685202584;Reclamação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema indisponível;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CFMED;;
Cadastrada;25072046692202586;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Outros;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CCOSM;;
Concluída;25072046694202575;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CSIPS;;
Cadastrada;25072046696202564;Reclamação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema de informação;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CCTAB;;
Cadastrada;25072046700202594;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Fiscalização;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072046707202514;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos Fumígenos - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;PAFAL;;
Concluída;25072046719202531;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COALI;;
Concluída;25072046726202532;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Alimentos/Cosméticos/Saneantes/Outros;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;;;
Concluída;25072046727202587;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;;;
Concluída;25072046732202590;Denúncia;Cidadão;Não;Atendimento ao público;;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;GQUIP;;
Concluída;25072046733202534;Denúncia;Cidadão;Não;Atendimento ao público;;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CCOSM;;
Concluída;25072046735202523;Solicitação;Cidadão;Não;Canais de atendimento;;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CFMED;;
Concluída;25072046743202570;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072046748202501;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;GPCON;;
Concluída;25072046749202547;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CGTAI;;
Concluída;25072046750202571;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Outros;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;GPCON;;
Concluída;25072046755202502;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Outros;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072046756202549;Solicitação;Cidadão;Não;Registro e Cadastro de Empresas;;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;PAFRE;;
Concluída;25072046761202551;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072046770202542;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Remessa expressa e postal;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CFMED;;
Cadastrada;25072046779202553;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas (morosidade);;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;GHBIO;;
Concluída;25072046784202566;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CDMED;;
Concluída;25072046785202519;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Queixa técnica/Reação adversa;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072046789202599;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Desabastecimento;;;16/09/2025;16/09/2025;28/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072046908202511;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cadastro de empresa/Responsável Técnico;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;COISC;;
Concluída;25072046919202593;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cadastro de empresa/Responsável Técnico;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CCTAB;;
Complementação Solicitada;25072046920202518;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Saneantes - Irregularidades;;;16/09/2025;16/09/2025;;;;;;;;;;;;19/09/2025;;COAFE;;
Concluída;25072046922202515;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Produtos Fumígenos - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CFMED;;
Concluída;25072046923202551;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CFMED;;
Concluída;25072046925202541;Denúncia;;Não;Defesa e vigilância sanitária;Medicamento - Outros;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;CDMED ;;
Concluída;25072046938202510;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;;;
Concluída;25072046944202577;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Desabastecimento;;;16/09/2025;16/09/2025;16/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072046951202579;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Irregularidades;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;;;
Arquivada;25072046958202591;Comunicação;Anônimo;Não;;;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;;;
Arquivada;25072046959202535;Comunicação;Anônimo;Não;Corrupção;;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072046963202501;Comunicação;Anônimo;Não;Medicamentos, aparelhos e produtos em saúde;;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;CCOSM;;
Cadastrada;25072046964202548;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072046966202537;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;;;
Concluída;25072046967202581;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;CCOSM;;
Arquivada;25072046969202571;Denúncia;Cidadão;Não;Medicamentos, aparelhos e produtos em saúde;;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;CCOSM;;
Complementada;25072046970202503;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;16/09/2025;16/09/2025;20/10/2025;;;;;;;;;;;24/09/2025;;COVIG;;
Complementada;25072046971202540;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;16/09/2025;16/09/2025;20/10/2025;;;;;;;;;;;24/09/2025;;;;
Concluída;25072046973202539;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;GGFIS;;
Cadastrada;25072046981202585;Sugestão;Cidadão;Não;Segurança Alimentar e Nutricional;;;;16/09/2025;16/09/2025;17/10/2025;;;;;;;;;;;;;;;
Concluída;25072047037202545;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Fiscalização;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Encaminhada por Outro Órgão;25072047045202591;Denúncia;Cidadão;Não;Denúncia Crime;;;;17/09/2025;17/09/2025;22/10/2025;;;;;;;;;;;;;COAFE;;
Cadastrada;25072047049202570;Solicitação;Cidadão;Não;Cadastros e Documentação;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Concluída;25072047053202538;Solicitação;;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;GEMAT;;
Concluída;25072047055202527;Reclamação;Cidadão;Não;Autorização, Regulação e Fiscalização;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047058202561;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Serviços de saúde - Outros;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CGTAI;;
Concluída;25072047059202513;Comunicação;Anônimo;Não;Atendimento ao público;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CGTAI;;
Concluída;25072047063202573;Reclamação;Cidadão;Não;Canais de atendimento;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COAFE;;
Cadastrada;25072047064202518;Reclamação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema indisponível;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072047066202515;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas (morosidade);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COALI;;
Concluída;25072047069202541;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COVIG;;
Cadastrada;25072047078202531;Denúncia;Cidadão;Não;Segurança Alimentar e Nutricional;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072047079202586;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;PAFAL;;
Cadastrada;25072047085202533;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CDMED ;;
Concluída;25072047087202522;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Alimentos/Cosméticos/Saneantes/Outros;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072047097202568;Denúncia;;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072047098202511;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CCOSM;;
Concluída;25072047101202598;Sugestão;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Concluída;25072047105202576;Reclamação;Cidadão;Não;Canais de atendimento;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047106202511;Reclamação;;Não;Defesa e vigilância sanitária;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;GRECS;;
Cadastrada;25072047107202565;Solicitação;Cidadão;Não;Autorização, Regulação e Fiscalização;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047116202556;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Serviços de saúde - Fiscalização de hospital/clínica médica;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CSIPS;;
Cadastrada;25072047118202545;Sugestão;Cidadão;Não;Atendimento ao público;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;PAFME;;
Concluída;25072047119202590;Elogio;Cidadão;Não;Canais de atendimento;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Concluída;25072047120202514;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Importação - Licença de Importação - Medicamentos;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COVIG;;
Cadastrada;25072047125202547;Reclamação;Cidadão;Não;Autorização, Regulação e Fiscalização;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072047128202581;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;GEGAR;;
Concluída;25072047130202550;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072047131202502;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Autorização de Funcionamento de Empresas (morosidade);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Concluída;25072047135202582;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Arquivada;25072047139202561;Solicitação;Cidadão;Não;Vacinação;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CGTAI;;
Cadastrada;25072047143202529;Solicitação;Cidadão;Não;Vacinação;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047146202562;Reclamação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema de informação;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COALI;;
Cadastrada;25072047147202515;Sugestão;Cidadão;Não;Tecnologia da Informação e Sistemas;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CGTAI;;
Cadastrada;25072047151202575;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072047159202531;Reclamação;Cidadão;Não;Cadastros e Documentação;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;GRECS;;
Concluída;25072047167202588;Solicitação;Cidadão;Não;Certidões e Declarações;Certificado Internacional de Vacinação (CIVP);;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047181202581;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Serviços de saúde;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CBRES;;
Cadastrada;25072047187202559;Solicitação;Cidadão;Não;Proteção e Benefícios ao Trabalhador;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CCOSM;;
Concluída;25072047193202514;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Registro;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COFIS;;
Concluída;25072047195202503;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Registro;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;COALI;;
Concluída;25072047197202594;Sugestão;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;GEGAR;;
Concluída;25072047208202536;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;GRECS;;
Concluída;25072047219202516;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Porte de empresa;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CAUPS;;
Cadastrada;25072047228202515;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;;;;17/09/2025;17/09/2025;17/10/2025;;;;;;;;;;;;;CFMED;;
Cadastrada;25072047236202553;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;;17/09/2025;17/09/2025;20/10/2025;;;;;;;;;;;;;COAFE;;
Concluída;25072047238202542;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;17/09/2025;17/09/2025;20/10/2025;;;;;;;;;;;;;;;
Concluída;25072047249202522;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Cadastro de empresa/Responsável Técnico;;;17/09/2025;17/09/2025;20/10/2025;;;;;;;;;;;;;COALI;;
Concluída;25072047261202537;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Queixa técnica/Reação adversa;;;17/09/2025;17/09/2025;20/10/2025;;;;;;;;;;;;;COALI;;
Cadastrada;25072047267202512;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;;17/09/2025;17/09/2025;20/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047271202572;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Alimentos - Irregularidades;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;;;
Concluída;25072047274202514;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Irregularidades;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047286202531;Solicitação;Cidadão;Não;Cadastros e Documentação;;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;CCTAB;;
Cadastrada;25072047290202507;Solicitação;;Não;Certidões e Declarações;;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;GEMAT;;
Concluída;25072047293202532;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Produtos Fumígenos - Outros;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;COSAN;;
Cadastrada;25072047296202576;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;CGTAI;;
Concluída;25072047298202565;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Saneantes - Outros;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;;;
Cadastrada;25072047303202530;Reclamação;Cidadão;Não;Cadastros e Documentação;;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;;;
Concluída;25072047316202517;Comunicação;Anônimo;Não;Turismo;;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;CCOSM;;
Arquivada;25072047323202519;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Cosméticos - Outros;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;CGTAI;;
Cadastrada;25072047325202508;Denúncia;Cidadão;Não;Defesa e vigilância sanitária;Cosméticos - Outros;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;GGPAF;;
Cadastrada;25072047326202544;Solicitação;Cidadão;Não;Tecnologia da Informação e Sistemas;Sistema indisponível;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;COFIS;;
Cadastrada;25072047330202511;Comunicação;Anônimo;Não;Defesa e vigilância sanitária;Fiscalização de ambientes em portos e aeroportos;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;;;
Concluída;25072047339202513;Reclamação;Cidadão;Não;Defesa e vigilância sanitária;Produtos para saúde - Outros;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;CFMED;;
Cadastrada;25072047348202512;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;COVIG;;
Concluída;25072047351202528;Solicitação;Cidadão;Não;Defesa e vigilância sanitária;Medicamento - Irregularidades;;;18/09/2025;18/09/2025;20/10/2025;;;;;;;;;;;;;CFMED;;
